count,item_1,item_2,lift
1,Peanut Butter Shake (Milkshake),Strawberry Banana Shake (Milkshake),8.364238410596027
1,Banana Crunch Shake (Milkshake),Kulfi Nuts Shake (Milkshake),8.358088235294117
1,Mango (Milkshake),Oreo Shake (Thickshake),8.333577712609971
1,Choco-Chip Brownie Shake (Thickshake),Waffle Special Offer,8.254901960784313
2,Belgium Dark Chocolate Brownie Shake (Thickshake),Kulfi Nuts Shake (Thickshake),8.192432432432431
1,Blackcurrant Crunch Shake (Milkshake),Strawberry Shake (Thickshake),8.119285714285715
3,Belgium Dark Chocolate Brownie Shake (Milkshake),Peanut Butter Brownie Shake (Milkshake),8.05598866052445
4,Belgium Dark Chocolate Brownie Shake (Thickshake),Oreo Brownie Shake (Thickshake),8.031796502384738
1,Oreo Banana Shake (Thickshake),Oreo Brownie Shake (Milkshake),7.9600840336134455
1,Blue Curacao Cooler,Kulfi Nuts Shake (Milkshake),7.9600840336134455
1,Coffee Shake (Thickshake),Strawberry Banana Shake (Thickshake),7.94895104895105
1,Kitkat Shake,Rose,7.926778242677823
3,Belgium Dark Chocolate Shake (Thickshake),Dry Fruit Shake (Thickshake),7.921254355400697
1,Chilli Guava Cooler,Coffee Shake (Milkshake),7.893749999999999
1,Fruit-A-List Shake (Milkshake),Mango (Milkshake),7.711668928086838
1,Blackcurrent Shake (Milkshake),Mango Shake (Thickshake),7.701219512195124
1,Coffee Brownie Shake (Milkshake),Peanut Butter Brownie Shake (Thickshake),7.680405405405406
1,Choco Chip Brownie (Milkshake),Nutella Brownie Shake (Thickshake),7.654545454545454
7,Belgium Dark Chocolate Shake (Thickshake),Nutella Brownie Shake (Thickshake),7.654545454545453
1,Kulfi Nuts Shake (Milkshake),Mango (Milkshake),7.598262032085561
1,Hazelnut Shake (Thickshake),Lemonade,7.578
1,Hazelnut Shake (Thickshake),Kulfi Nuts Shake (Thickshake),7.578
1,Brownie Nuts Shake (Milkshake),Hazelnut Shake (Thickshake),7.578
1,Caramel Shake (Thickshake),Hazelnut Shake (Thickshake),7.578
1,Chilli Guava Cooler,Kulfi Shake (Milkshake),7.517857142857142
1,Choco-Chip Banana (Milkshake),Nutella Brownie Shake (Milkshake),7.517857142857142
8,Blackcurrent Shake (Milkshake),Dry Fruit Shake (Milkshake),7.4955489614243325
1,Cold Coffee Cooler,Dry Fruit Shake (Thickshake),7.493078444297957
3,Belgium Dark Chocolate Brownie Shake (Thickshake),Mango Shake (Thickshake),7.493078444297957
1,Cold Coffee Cooler,Mango Shake (Thickshake),7.493078444297957
2,Coffee Shake (Milkshake),Oreo Brownie Shake (Thickshake),7.429411764705882
1,Choco-Chip Brownie Shake (Thickshake),Kulfi Shake (Thickshake),7.385964912280702
1,Mango (Milkshake),Strawberry Shake (Thickshake),7.38116883116883
3,Coffee Brownie Shake (Thickshake),Nutella Brownie Shake (Thickshake),7.328820116054158
1,Dates Shake (Milkshake),Dry Fruit Shake (Thickshake),7.295892169448011
1,Berryblast,Kulfi Shake (Milkshake),7.217142857142857
2,Blackcurrant Shake (Thickshake),Waffle,7.196581196581196
2,Oreo Brownie Shake (Thickshake),Oreo Shake (Thickshake),7.189753320683112
1,Choco Oreo Shake (Thickshake),Cold Coffee Cooler,7.144563167818982
1,Mocha Coffee,Nutella Waffles,6.9650735294117645
1,Dry Fruit Shake (Thickshake),Mango Shake (Thickshake),6.762046400951815
1,Nutella Brownie Shake (Thickshake),Waffle Special Offer,6.754010695187165
3,Nutella Brownie Shake (Thickshake),Oreo Brownie Shake (Thickshake),6.754010695187165
1,Peanut Butter Masala (Milkshake),Waffles,6.745994065281899
1,Caramel Shake (Thickshake),Kulfi Nuts Shake (Milkshake),6.686470588235294
1,Kulfi Nuts Shake (Milkshake),Lemonade,6.686470588235294
1,Chocolate Brownie Shake (Thickshake),Wonder Vanilla Shake (Thickshake),6.578125
4,Nutella Brownie Shake (Thickshake),Strawberry Shake (Thickshake),6.56103896103896
2,Choco-Dip Cookies Shake (Milkshake),Fruit-A-List Shake (Milkshake),6.5252583237657875
1,Fruit-A-List Shake (Milkshake),Hazelnut Coffee,6.5252583237657875
1,Fruit-A-List Shake (Milkshake),Snickers Shake (Milkshake),6.5252583237657875
1,Caramel Shake (Milkshake),Classic Lemonade Cooler,6.499142367066895
1,Kulfi Nuts Shake (Thickshake),Strawberry Shake (Thickshake),6.4954285714285716
1,Hazelnut Shake (Milkshake),Peanut Butter Banana Shake (Thickshake),6.465870307167235
1,Lichi,Oreo Shake (Milkshake),6.458522727272728
1,Chocolate Brownie (Milkshake),Oreo Shake (Milkshake),6.458522727272728
2,Choco Dip Cookies Shake (Milkshake),Mango Shake (Milkshake),6.4548551959114135
3,Belgium Dark Chocolate Brownie Shake (Thickshake),Chocolate Brownie Shake (Thickshake),6.400337837837838
1,Belgium Dark Chocolate Shake (Milkshake),Bubblegum,6.3859550561797755
1,Choco-Chip Brownie Shake (Thickshake),Peanut Butter Banana Shake (Milkshake),6.378787878787879
1,Banana Shake (Thickshake),Nutella Brownie Shake (Thickshake),6.378787878787879
1,Banana Shake (Milkshake),Classic Lemonade Cooler,6.378787878787879
1,Nutella Brownie Shake (Thickshake),Oreo 'Go' Nuts Shake (Milkshake),6.378787878787879
1,Oreo Brownie Shake (Thickshake),Wonder Vanilla Shake (Thickshake),6.1911764705882355
1,Choco Oreo Shake (Milkshake),Kitkat,6.081861958266453
2,Berryblast,Strawberry Banana Shake (Milkshake),6.022251655629139
1,Caramel Shake (Milkshake),Kitkat Shake (Milkshake),5.9575471698113205
1,Coffee Brownie (Milkshake),Kitkat Shake,5.945083682008368
2,Blackcurrant Shake (Thickshake),Nutella Brownie Shake (Thickshake),5.8881118881118875
2,Choco-Chip Brownie Shake (Thickshake),Chocolate Brownie Shake (Thickshake),5.847222222222221
1,Banana Shake (Milkshake),Kitkat Shake (Milkshake),5.847222222222221
1,Choco-A-List Shake (Milkshake),Strawberry Banana Shake (Milkshake),5.790626591951096
3,Hazelnut Shake (Thickshake),Nutella Brownie Shake (Thickshake),5.740909090909091
2,Caramel Shake (Milkshake),Caramel Shake (Thickshake),5.719245283018868
1,Blackcurrant Shake (Thickshake),Oreo Brownie Shake (Thickshake),5.714932126696832
2,Belgium Dark Chocolate Brownie Shake (Thickshake),Wonder Vanilla Shake (Thickshake),5.6891891891891895
1,Chocolate Brownie Shake (Milkshake),Peanut Butter Shake (Milkshake),5.663677130044843
1,5 Star Shake (Milkshake),Nutella Brownie Shake (Milkshake),5.638392857142858
1,Coffee Brownie (Milkshake),Nutella Brownie Shake (Milkshake),5.638392857142858
1,Choco Oreo Shake (Thickshake),Coffee Brownie Shake (Thickshake),5.624443344878773
1,Choco Oreo Shake (Thickshake),Chocolate Shake (Thickshake),5.624443344878773
1,Choco-Chip Banana (Milkshake),Dry Fruit Shake (Milkshake),5.621661721068249
2,Choco-Chip Brownie Shake (Thickshake),Oreo Brownie Shake (Thickshake),5.503267973856209
1,Fruit-A-List Shake (Milkshake),Green Apple,5.4727973038035636
1,Blue Curacao Cooler,Nutella Brownie Shake (Thickshake),5.467532467532466
11,Dry Fruit Shake (Milkshake),Kulfi Nuts Shake (Milkshake),5.456318729272124
1,Mango Shake (Thickshake),Oreo Brownie Shake (Thickshake),5.436154949784792
1,Dry Fruit Shake (Thickshake),Nutella Waffles,5.436154949784792
1,Belgium Dark Chocolate Shake (Thickshake),Blackcurrant Crunch Shake (Milkshake),5.412857142857143
1,Snickers Shake (Milkshake),Waffle,5.397435897435898
1,Belgium Dark Chocolate Brownie Shake (Thickshake),Kulfi Shake (Thickshake),5.389758179231863
1,Chocolate Strawberry Shake (Milkshake),Red Velvet Shake,5.331613508442778
1,Belgium Dark Chocolate Shake (Milkshake),Rose,5.321629213483146
1,Choco Oreo Shake (Milkshake),Coffee Brownie (Milkshake),5.321629213483146
2,Nutella Brownie Shake (Milkshake),Peanut Butter Brownie Shake (Milkshake),5.30672268907563
2,Kitkat Shake,Oreo 'Go' Nuts Shake (Milkshake),5.284518828451883
2,Belgium Dark Chocolate Shake (Thickshake),Mango Shake (Thickshake),5.280836236933798
1,Coffee Shake (Milkshake),Wonder Vanilla Shake (Thickshake),5.2625
1,Hazelnut Shake (Thickshake),Wonder Vanilla Shake (Thickshake),5.2625
1,Blackcurrent Shake (Milkshake),Hazelnut Shake (Thickshake),5.2625
3,Belgium Dark Chocolate Shake (Thickshake),Oreo Shake (Thickshake),5.238248847926267
1,Choco Oreo Shake (Thickshake),Oreo Brownie Shake (Thickshake),5.183310533515732
1,Blackcurrent Shake (Thickshake),Oreo Shake (Milkshake),5.166818181818182
1,Bubblegum,Oreo Shake (Milkshake),5.166818181818182
1,Munch Shake (Milkshake),Oreo Shake (Milkshake),5.166818181818182
1,Cookest N Cream Shake (Milkshake),Red Velvet Shake,5.134146341463415
1,Blackcurrant Shake (Milkshake),Oreo Banana (Milkshake),5.090461262875055
1,Choco-Chip Banana Shake (Milkshake),Chocolate Strawberry Shake (Milkshake),5.083631484794276
2,Belgium Dark Chocolate Brownie Shake (Milkshake),Oreo 'Go' Nuts Shake (Milkshake),5.072289156626505
4,Belgium Dark Chocolate Brownie Shake (Thickshake),Choco-Chip Brownie Shake (Thickshake),5.057057057057057
1,Chocolate Brownie Shake (Thickshake),Coffee Brownie Shake (Thickshake),5.0385638297872335
1,Chocolate Brownie Shake (Thickshake),Chocolate Shake (Thickshake),5.0385638297872335
8,Chilli Pineapple,Classic Lemonade,5.028533510285335
1,Choco Chip Brownie (Milkshake),Strawberry Banana Shake (Milkshake),5.018543046357616
1,Cold Coffee Cooler,Oreo Shake (Thickshake),4.955100261551874
1,Blackcurrant Shake (Thickshake),Hazelnut Shake (Thickshake),4.857692307692307
1,Chocolate Waffle,Mango Shake (Milkshake),4.84114139693356
1,Chocolate Brownie (Milkshake),Mango Shake (Milkshake),4.84114139693356
1,Choco-Chip Banana Shake (Milkshake),Coffee Shake (Thickshake),4.806342494714588
4,Kulfi Shake (Milkshake),Strawberry Banana Shake (Milkshake),4.779564806054872
1,Blackcurrant Shake (Thickshake),Oreo Shake (Thickshake),4.700992555831266
1,Belgium Dark Chocolate Brownie Shake (Thickshake),Mango (Milkshake),4.6547911547911545
1,Kulfi Nuts Shake (Milkshake),Wonder Vanilla Shake (Thickshake),4.643382352941177
1,Chocolate Brownie Shake (Thickshake),Oreo Brownie Shake (Thickshake),4.643382352941176
1,Cold Coffee,Strawberry Lemonade,4.641486320947325
1,Banana Crunch (Thickshake),Cold Coffee,4.641486320947325
2,Classic Waffles,Cold Coffee,4.641486320947325
2,Chocolate Brownie Shake (Milkshake),Peanut Butter Banana Shake (Milkshake),4.633917651854872
1,Blackcurrant Shake (Thickshake),Kulfi Shake (Milkshake),4.626373626373626
1,Dry Fruit Shake (Thickshake),Hazelnut Shake (Thickshake),4.6207317073170735
1,Kulfi Nuts Shake (Thickshake),Nutella Brownie Shake (Thickshake),4.592727272727273
1,Caramel Shake (Thickshake),Nutella Brownie Shake (Thickshake),4.592727272727273
2,5 Star Shake (Milkshake),Chocolate Shake (Milkshake),4.554086538461538
1,Chocolate Shake (Milkshake),Lichi,4.554086538461538
1,Coffee Brownie Shake (Milkshake),Waffle Special Offer,4.517885532591415
1,Oreo Banana Shake (Milkshake),Strawberry Shake (Thickshake),4.510714285714286
2,Blackcurrant Crunch Shake (Milkshake),Nutella Brownie Shake (Milkshake),4.510714285714286
1,Strawberry Shake (Thickshake),Wonder Vanilla Shake (Thickshake),4.510714285714286
1,Dry Fruit Shake (Thickshake),Oreo Shake (Thickshake),4.471675845790717
1,Dates Shake (Milkshake),Fruit-A-List Shake (Milkshake),4.464650432050275
2,Kulfi Shake (Milkshake),Waffle,4.455026455026455
1,Blackcurrant Shake (Milkshake),Coffee Brownie (Milkshake),4.454153605015674
1,Blackcurrant Crunch Shake (Milkshake),Custard Apple (sitaphal),4.440234375
2,Cad-b,Snickers Shake (Thickshake),4.416083916083916
1,Cad-b,Rose,4.416083916083916
1,Choco Oreo Shake (Thickshake),Hazelnut Shake (Thickshake),4.405813953488372
5,Cookest N Cream Shake (Milkshake),Kitkat Shake,4.403765690376568
1,Kulfi Shake (Milkshake),Red Velvet Shake,4.400696864111499
1,Chocolate Shake (Thickshake),Coffee Shake (Thickshake),4.3972920696324955
3,Belgium Dark Chocolate Brownie Shake (Thickshake),Strawberry Shake (Thickshake),4.388803088803089
1,Chocolate Brownie Shake (Thickshake),Cookest N Cream Shake (Milkshake),4.385416666666666
2,Banana Shake (Milkshake),Blueberry,4.385416666666666
1,Banana Shake (Milkshake),Chocolate Strawberry Shake (Thickshake),4.385416666666666
2,Custard Apple (sitaphal),Red Velvet Shake,4.331935975609756
1,Classic Lemonade Cooler,Kitkat Shake,4.323697223278813
3,Chilli Pineapple Cooler,Oreo Shake (Milkshake),4.305681818181819
1,Chocolate Brownie Shake (Thickshake),Coffee Shake (Thickshake),4.305681818181818
2,Kitkat Shake (Milkshake),Oreo Shake (Milkshake),4.305681818181818
1,Choco Dip Cookies Shake (Milkshake),Oreo Shake (Milkshake),4.305681818181818
2,Oreo Brownie (Milkshake),Oreo Shake (Milkshake),4.305681818181818
1,Choco-Chip Banana (Milkshake),Oreo Shake (Milkshake),4.305681818181818
2,Oreo Brownie Shake (Milkshake),Pan Shake (Milkshake),4.286199095022624
2,Belgium Dark Chocolate Shake (Milkshake),Choco Chip Brownie (Milkshake),4.257303370786517
2,Classic Lemonade,Watermelon,4.254912970241438
3,Nutella Brownie Shake (Thickshake),Waffle,4.252525252525253
3,Chocolate Brownie Shake (Milkshake),Wonder Vanilla Shake (Thickshake),4.247757847533633
1,Caramel Shake (Milkshake),Pineapple,4.205327413984461
1,Caramel Shake (Milkshake),Waffle Special Offer,4.205327413984461
1,Chocolate Brownie (Thickshake),Strawberry Shake (Milkshake),4.186740331491713
10,Chilli Guava,Strawberry Cooler,4.17704773453864
1,Belgium Dark Chocolate Shake (Thickshake),Strawberry Banana Shake (Thickshake),4.163736263736264
1,Blackcurrant Shake (Thickshake),Strawberry Shake (Thickshake),4.163736263736264
2,Coffee Brownie Shake (Milkshake),Cold Coffee Cooler,4.151570489408328
1,Belgium Dark Chocolate Brownie Shake (Milkshake),Cookest N Cream Shake (Thickshake),4.150054764512595
1,Cookest N Cream Shake (Milkshake),Nutella Waffles,4.127450980392156
1,Banana Shake (Milkshake),Pineapple,4.127450980392156
3,Caramel Shake (Milkshake),Choco-Dip Cookies Shake (Milkshake),4.124455732946299
3,Blackcurrant Shake (Milkshake),Pan Shake (Milkshake),4.111526404629854
1,Classic Lemonade Cooler,Nutella Brownie Shake (Milkshake),4.10064935064935
1,Fruit A List Shake (Milkshake),Nutella Brownie Shake (Milkshake),4.10064935064935
1,Belgium Dark Chocolate Brownie Shake (Thickshake),Berryblast,4.096216216216216
2,Brownie Nuts Shake (Milkshake),Chocolate Brownie Shake (Milkshake),4.077847533632287
2,Cold Coffee Cooler,Strawberry Banana Shake (Milkshake),4.069088956506175
1,Coffee Shake (Thickshake),Oreo Brownie Shake (Thickshake),4.0524064171123
1,Chocolate Strawberry Shake (Milkshake),Cookest N Cream Shake (Milkshake),4.048076923076923
1,Coffee Brownie Shake (Thickshake),Hazelnut Shake (Thickshake),4.030851063829788
1,Coffee Brownie Shake (Thickshake),Coffee Shake (Milkshake),4.030851063829788
1,Chocolate Shake (Thickshake),Hazelnut Shake (Thickshake),4.030851063829788
3,Chilli Pineapple,Strawberry Cooler,4.015661799340556
2,Choco-Chip Brownie Shake (Thickshake),Strawberry Shake (Thickshake),4.0095238095238095
1,Belgium Dark Chocolate Shake (Milkshake),Coffee Brownie (Milkshake),3.9912219101123596
2,Dry Fruit Shake (Milkshake),Peanut Butter Brownie Shake (Milkshake),3.9682318031069994
1,Dry Fruit Shake (Thickshake),Strawberry Shake (Thickshake),3.9606271777003488
1,Choco Chip Brownie (Thickshake),Classic Lemonade,3.9509906152241925
1,Classic Lemonade,Oreo Banana Shake (Thickshake),3.9509906152241925
1,Blackcurrent Shake (Thickshake),Blue Curacao,3.9468750000000004
5,Blue Curacao,Lemonade,3.9468750000000004
1,Chocolate Brownie Shake (Thickshake),Hazelnut Shake (Thickshake),3.9468749999999995
2,Belgium Dark Chocolate Shake (Thickshake),Coffee Shake (Thickshake),3.9366233766233774
1,Chocolate Shake (Thickshake),Oreo Shake (Thickshake),3.900823610157859
1,Oreo Banana Shake (Milkshake),Waffle,3.898148148148149
1,Choco Oreo Shake (Thickshake),Kulfi Nuts Shake (Milkshake),3.8874829001367988
1,Coffee Brownie Shake (Thickshake),Kulfi Shake (Milkshake),3.838905775075988
1,Blackcurrant Crunch Shake (Milkshake),Strawberry Banana Shake (Milkshake),3.763907284768212
2,Caramel Shake (Milkshake),Dates Shake (Milkshake),3.76266137040715
1,Nutella Brownie Shake (Milkshake),Snickers Shake (Thickshake),3.758928571428571
1,Choco Chip Brownie (Milkshake),Oreo Brownie Shake (Milkshake),3.714705882352941
2,Nutella Brownie Shake (Thickshake),Oreo Shake (Thickshake),3.7038123167155423
2,Blue Curacao Cooler,Hazelnut Shake (Milkshake),3.694783032666992
2,Banana Shake (Milkshake),Dates Shake (Milkshake),3.692982456140351
2,Biscoff,Oreo Shake (Milkshake),3.690584415584416
2,Choco Chip Brownie (Milkshake),Classic Lemonade,3.687591240875913
2,Red Velvet Shake,Strawberry Banana Shake (Milkshake),3.6721046680665483
2,Chilli Guava,Chilli Pineapple,3.6644100580270793
3,Cold Coffee Cooler,Nutella Brownie Shake (Milkshake),3.6573359073359075
1,Bubblegum,Chocolate Shake (Milkshake),3.6432692307692305
3,Caramel Shake (Milkshake),Coffee Shake (Milkshake),3.5745283018867924
2,Blackcurrant Shake (Milkshake),Dry Fruit Waffles,3.563322884012539
1,Custard Apple (sitaphal),Lemonade,3.5521875
2,Banana Shake (Thickshake),Belgium Dark Chocolate Shake (Milkshake),3.5477528089887644
18,Chilli Guava,Classic Lemonade,3.530672464668427
2,Hazelnut Shake (Milkshake),Mango (Milkshake),3.526838349363947
1,Chocolate Strawberry Shake (Milkshake),Oreo Shake (Thickshake),3.52574441687345
3,Mango (Milkshake),Oreo Shake (Milkshake),3.5228305785123974
2,Choco-Chip Banana Shake (Milkshake),Strawberry Banana Shake (Milkshake),3.501309102109965
1,Coffee Brownie Shake (Milkshake),Peanut Butter Banana Shake (Milkshake),3.491093366093366
34,Blue Curacao,Strawberry Cooler,3.476522020725389
1,Choco-A-List Shake (Milkshake),Nutella Brownie Shake (Milkshake),3.46978021978022
2,Choco-Chip Brownie Shake (Thickshake),Waffle,3.465020576131687
1,5 Star Shake (Milkshake),Classic Lemonade,3.4571167883211684
1,Choco-Chip Banana Shake (Thickshake),Classic Lemonade,3.4571167883211684
1,Coffee Brownie Shake (Thickshake),Strawberry Shake (Thickshake),3.4550151975683887
1,Coffee Shake (Milkshake),Coffee Shake (Thickshake),3.444545454545455
1,Mango Shake (Thickshake),Waffle,3.4227642276422765
1,Custard Apple (sitaphal),Hazelnut Coffee,3.415564903846154
2,Belgium Dark Chocolate Brownie Shake (Thickshake),Hazelnut Shake (Thickshake),3.4135135135135135
6,Coffee Shake (Milkshake),Dry Fruit Shake (Milkshake),3.3729970326409497
1,Oreo,Waffles,3.3729970326409493
1,Fruit A List Shake (Thickshake),Waffles,3.3729970326409493
1,Chilli Guava,Chilli Guava Cooler,3.3590425531914896
4,Cookest N Cream Shake (Milkshake),Nutella Brownie Shake (Milkshake),3.3412698412698414
2,Oreo 'Go' Nuts Shake (Milkshake),Wonder Vanilla Shake (Milkshake),3.3412698412698414
2,Chilli Pineapple Cooler,Wonder Vanilla Shake (Milkshake),3.3412698412698414
1,Banana Shake (Milkshake),Blue Curacao Cooler,3.341269841269841
2,Caramel Shake (Milkshake),Choco-Chip Banana Shake (Milkshake),3.3251426064063185
3,Classic Lemonade,Lemonade,3.3188321167883217
2,Belgium Dark Chocolate Brownie Shake (Thickshake),Oreo Shake (Thickshake),3.303400174367917
1,Blue Curacao,Choco-Chip Banana (Milkshake),3.2890625
1,Oreo Brownie Shake (Milkshake),Waffle Special Offer,3.2776816608996535
1,Choco Oreo Shake (Milkshake),Watermelon,3.274848746758859
4,Choco Oreo Shake (Milkshake),Chocolate Strawberry Shake (Milkshake),3.274848746758859
2,Strawberry Cooler,Wonder Vanilla Shake (Thickshake),3.272020725388601
1,Choco-Chip Banana Shake (Milkshake),Waffle,3.2635658914728682
1,Caramel Shake (Milkshake),Mango (Milkshake),3.2495711835334475
1,Blackcurrant Shake (Milkshake),Fruit A List Shake (Milkshake),3.239384440011399
1,Hazelnut Shake (Milkshake),Snickers Shake (Thickshake),3.2329351535836177
4,Mocha Coffee,Oreo Shake (Milkshake),3.229261363636364
1,Caramel Shake (Thickshake),Chilli Guava,3.2246808510638303
1,Ice Crush Coffee,Nutella Brownie Shake (Milkshake),3.2219387755102042
6,Dry Fruit Shake (Milkshake),Kulfi Shake (Milkshake),3.212378126324714
1,Blackcurrent Shake (Milkshake),Nutella Brownie Shake (Thickshake),3.1893939393939394
1,Banana Shake (Milkshake),Mango (Milkshake),3.1893939393939394
1,Oreo Brownie Shake (Thickshake),Strawberry Shake (Thickshake),3.184033613445378
4,Choco Oreo Shake (Milkshake),Cookest N Cream Shake (Milkshake),3.1535580524344566
22,Classic Lemonade,Strawberry Cooler,3.1526039105933967
1,Choco-Chip Banana (Thickshake),Strawberry Shake (Milkshake),3.1400552486187845
1,Blackcurrent Crunch (Milkshake),Strawberry Shake (Milkshake),3.1400552486187845
1,Chilli Guava,Snickers Shake (Milkshake),3.100654664484452
2,Chilli Guava,Choco-Dip Cookies Shake (Milkshake),3.100654664484452
1,Oreo Brownie Shake (Milkshake),Strawberry Crunch Shake (Milkshake),3.0955882352941178
2,Oreo Brownie Shake (Milkshake),Wonder Vanilla Shake (Thickshake),3.0955882352941178
2,Belgium Dark Chocolate Shake (Thickshake),Strawberry Shake (Thickshake),3.093061224489796
1,Coffee Shake (Thickshake),Fruit-A-List Shake (Milkshake),3.0846675712347356
1,Brownie Nuts Shake (Milkshake),Coffee Brownie Shake (Milkshake),3.072162162162162
1,Dry Fruit Shake (Milkshake),Fruit-A-List Shake (Thickshake),3.0663609387645
1,Coffee Shake (Milkshake),Oreo Shake (Thickshake),3.055645161290323
1,Hazelnut Shake (Thickshake),Oreo Shake (Thickshake),3.055645161290323
1,Choco-Chip Brownie Shake (Milkshake),Classic Lemonade Cooler,3.039304812834225
1,Caramel Shake (Thickshake),Strawberry Banana Shake (Milkshake),3.0111258278145696
1,Lemonade,Strawberry Banana Shake (Milkshake),3.0111258278145696
1,Choco-Chip Brownie Shake (Thickshake),Chocolate Shake (Thickshake),2.985815602836879
1,Choco-Chip Brownie Shake (Thickshake),Coffee Brownie Shake (Thickshake),2.985815602836879
1,Coffee Brownie Shake (Thickshake),Waffle,2.985815602836879
1,Choco-A-List Shake (Milkshake),Hazelnut Shake (Milkshake),2.9842478340771863
1,Blackcurrant Shake (Milkshake),Snickers Shake (Thickshake),2.9694357366771156
1,Blackcurrant Shake (Milkshake),Kitkat Shake (Milkshake),2.9694357366771156
4,Strawberry Shake (Milkshake),Waffle Special Offer,2.9553461163470915
1,Coffee Shake (Thickshake),Strawberry Shake (Thickshake),2.9524675324675327
1,Chocolate Brownie Shake (Thickshake),Waffle,2.9236111111111107
4,Belgium Dark Chocolate Brownie Shake (Milkshake),Kulfi Shake (Milkshake),2.8984509466437176
16,Belgium Dark Chocolate Brownie Shake (Milkshake),Nutella Brownie Shake (Milkshake),2.8984509466437176
1,Strawberry Banana Shake (Milkshake),Strawberry Banana Shake (Thickshake),2.895313295975548
1,Custard Apple (sitaphal),Green Apple,2.8646673387096775
1,Banana Crunch Shake (Thickshake),Blue Curacao,2.819196428571429
1,Banana Shake (Milkshake),Lemonade,2.8066666666666666
1,Blue Curacao Cooler,Strawberry Cooler,2.8045891931902296
1,Dry Fruit Shake (Thickshake),Nutella Brownie Shake (Thickshake),2.8004434589800447
1,Nutella Brownie Shake (Thickshake),Red Velvet Shake,2.8004434589800447
1,Kitkat Shake,Peanut Butter Brownie Shake (Milkshake),2.7976864385921734
2,Cad-b,Kulfi Shake (Thickshake),2.7891056312108944
1,Coffee Shake (Milkshake),Kulfi Nuts Shake (Milkshake),2.786029411764706
58,Blue Curacao,Classic Lemonade,2.784899635036497
1,Blueberry,Custard Apple (sitaphal),2.7751464843749996
1,Choco Chip Brownie (Thickshake),Mango Shake (Milkshake),2.766366512533463
1,Classic Lemonade,Peanut Butter Brownie Shake (Thickshake),2.7656934306569347
2,Caramel Shake (Milkshake),Chocolate Strawberry Shake (Milkshake),2.749637155297533
1,Fruit A List Shake (Milkshake),Wonder Vanilla Shake (Milkshake),2.733766233766234
2,Mango (Milkshake),Wonder Vanilla Shake (Milkshake),2.733766233766234
1,Hazelnut Shake (Thickshake),Strawberry Shake (Thickshake),2.7064285714285714
4,Choco Oreo Shake (Milkshake),Kulfi Shake (Milkshake),2.7030497592295344
1,Choco-Dip Cookies Shake (Milkshake),Waffle,2.698717948717949
1,Banana Shake (Milkshake),Snickers Shake (Milkshake),2.698717948717949
1,Banana Shake (Milkshake),Strawberry Banana Shake (Thickshake),2.698717948717949
2,Brownie Nuts Shake (Milkshake),Choco-Chip Brownie Shake (Milkshake),2.674588235294118
15,Choco Oreo Shake (Milkshake),Kitkat Shake,2.671947722250952
1,Choco Oreo Shake (Thickshake),Nutella Brownie Shake (Thickshake),2.6701902748414374
1,Belgium Dark Chocolate Shake (Milkshake),Oreo Brownie (Milkshake),2.660814606741573
1,Belgium Dark Chocolate Shake (Milkshake),Kitkat Shake (Milkshake),2.660814606741573
1,Nutella Brownie Shake (Milkshake),Pineapple,2.653361344537815
1,Chilli Pineapple Cooler,Kitkat Shake,2.6422594142259417
2,Kitkat Shake,Wonder Vanilla Shake (Thickshake),2.6422594142259417
3,Mango Shake (Milkshake),Peanut Butter Banana Shake (Milkshake),2.6406225801455787
1,Belgium Dark Chocolate Shake (Thickshake),Red Velvet Shake,2.640418118466899
3,Belgium Dark Chocolate Brownie Shake (Milkshake),Chocolate Strawberry Shake (Milkshake),2.6336886005560705
1,Oreo Shake (Thickshake),Strawberry Shake (Thickshake),2.619124423963134
1,Chocolate Shake (Milkshake),Kitkat,2.6023351648351647
1,Chocolate Shake (Milkshake),Oreo Banana (Milkshake),2.6023351648351647
3,Blueberry,Classic Lemonade,2.5928375912408765
2,Choco-Chip Banana Shake (Milkshake),Oreo Brownie Shake (Milkshake),2.591655266757866
4,Coffee Shake (Milkshake),Hazelnut Shake (Milkshake),2.5863481228668945
2,Choco-Chip Brownie Shake (Milkshake),Hazelnut Coffee,2.571719457013575
2,Coffee Brownie Shake (Milkshake),Coffee Shake (Milkshake),2.5601351351351354
1,Blackcurrant Crunch Shake (Milkshake),Chocolate Brownie Shake (Milkshake),2.5486547085201794
1,Banana Crunch Shake (Milkshake),Chocolate Brownie Shake (Milkshake),2.5486547085201794
3,Belgium Dark Chocolate Shake (Thickshake),Custard Apple (sitaphal),2.537276785714286
1,Belgium Dark Chocolate Brownie Shake (Milkshake),Chilli Pineapple Cooler,2.5361445783132526
64,Blackcurrant Shake (Milkshake),Strawberry Shake (Milkshake),2.519918945600028
1,Blueberry,Chilli Guava,2.5192819148936167
1,Classic Lemonade,Cookest N Cream Shake (Thickshake),2.5142667551426676
1,Classic Lemonade,Classic Lemonade Cooler,2.5142667551426676
1,Oreo Brownie (Milkshake),Wonder Vanilla Shake (Milkshake),2.505952380952381
10,Chocolate Brownie Shake (Milkshake),Oreo Brownie Shake (Milkshake),2.4986810867844893
1,Belgium Dark Chocolate Brownie Shake (Thickshake),Dry Fruit Shake (Thickshake),2.4976928147659856
