count,item_1,item_2,lift
1,Custard Apple (sitaphal),Wonder Vanilla Shake (Thickshake),2.466796875
2,Belgium Dark Chocolate Shake (Milkshake),Strawberry Banana Shake (Thickshake),2.4561365600691447
1,Chilli Guava Cooler,Strawberry Cooler,2.4540155440414506
1,Blue Curacao Cooler,Chocolate Brownie Shake (Milkshake),2.427290198590647
3,Chocolate Brownie Shake (Milkshake),Kulfi Shake (Milkshake),2.427290198590647
1,Fruit-A-List Shake (Milkshake),Strawberry Shake (Thickshake),2.4236673773987207
1,Belgium Dark Chocolate Brownie Shake (Milkshake),Kulfi Shake (Thickshake),2.4026632847178186
1,Choco Oreo Shake (Milkshake),Strawberry Crunch Shake (Milkshake),2.365168539325843
1,Lemonade,Strawberry Cooler,2.355854922279793
1,Oreo Brownie (Thickshake),Oreo Shake (Milkshake),2.348553719008265
1,Hazelnut Shake (Thickshake),Waffle,2.338888888888889
1,Coffee Shake (Milkshake),Waffle,2.338888888888889
1,Choco-Chip Brownie Shake (Thickshake),Coffee Shake (Milkshake),2.338888888888889
3,Caramel Shake (Thickshake),Mango Shake (Milkshake),2.323747870528109
1,Cold Coffee,Strawberry Banana (Thickshake),2.3207431604736626
1,Banana Fruit Walker (Milkshake),Cold Coffee,2.3207431604736626
1,Coffee Brownie (Thickshake),Cold Coffee,2.3207431604736626
2,Choco-Chip Banana (Thickshake),Cold Coffee,2.3207431604736626
2,Cold Coffee,Strawberry Crunch Shake (Thickshake),2.3207431604736626
2,Blackcurrent Crunch (Milkshake),Cold Coffee,2.3207431604736626
1,Cold Coffee,Oreo,2.3207431604736626
1,Cold Coffee,Ice Cream,2.3207431604736626
2,Kitkat Shake,Red Velvet Shake,2.3200326563935096
1,Classic Lemonade,Snickers Shake (Thickshake),2.3047445255474455
1,Belgium Dark Chocolate Shake (Thickshake),Coffee Brownie Shake (Thickshake),2.3033434650455926
2,Classic Lemonade Cooler,Strawberry Shake (Milkshake),2.2836765444500253
1,Chocolate Shake (Milkshake),Coffee Brownie (Milkshake),2.277043269230769
1,Dry Fruit Waffles,Nutella Brownie Shake (Milkshake),2.255357142857143
2,Choco Dip Cookies Shake (Milkshake),Waffles,2.2486646884272994
4,Kitkat Shake (Milkshake),Waffles,2.2486646884272994
1,Munch Shake (Thickshake),Waffles,2.2486646884272994
1,Brownie Nuts Shake (Milkshake),Oreo Brownie Shake (Milkshake),2.2288235294117644
2,Banana Shake (Thickshake),Blue Curacao,2.1927083333333335
1,Belgium Dark Chocolate Brownie Shake (Thickshake),Coffee Brownie Shake (Thickshake),2.178838412880966
1,Custard Apple (sitaphal),Dry Fruit Shake (Thickshake),2.165967987804878
1,Custard Apple (sitaphal),Mango Shake (Thickshake),2.165967987804878
2,Blackcurrent Shake (Milkshake),Hazelnut Shake (Milkshake),2.155290102389079
3,Oreo Shake (Milkshake),Wonder Vanilla Shake (Thickshake),2.1528409090909095
2,Chilli Guava Cooler,Oreo Shake (Milkshake),2.152840909090909
4,Mango Shake (Milkshake),Oreo Banana Shake (Milkshake),2.151618398637138
9,Belgium Dark Chocolate Brownie Shake (Thickshake),Cad-b,2.1483651483651482
2,Chocolate Shake (Milkshake),Waffle Special Offer,2.1430995475113117
1,Coffee Brownie Shake (Milkshake),Oreo Banana Shake (Milkshake),2.133445945945946
13,Choco-Chip Brownie Shake (Milkshake),Oreo Brownie Shake (Milkshake),2.1304930795847747
1,Belgium Dark Chocolate Shake (Thickshake),Oreo Brownie Shake (Thickshake),2.1226890756302517
1,Day-night Waffles,Strawberry Shake (Milkshake),2.0933701657458563
2,Kitkat Shake (Milkshake),Strawberry Shake (Milkshake),2.0933701657458563
1,Belgium Dark Chocolate Brownie Shake (Milkshake),Peanut Butter Banana Shake (Milkshake),2.0750273822562977
1,Choco-Chip Banana Shake (Milkshake),Custard Apple (sitaphal),2.0652252906976742
2,Cookest N Cream Shake (Milkshake),Oreo Brownie Shake (Milkshake),2.063725490196078
1,Mango (Milkshake),Nutella Brownie Shake (Milkshake),2.050324675324675
1,Nutella Brownie Shake (Milkshake),Peanut Butter Banana Shake (Milkshake),2.050324675324675
1,Hazelnut Shake (Milkshake),Kulfi Shake (Thickshake),2.041853781210706
2,Cad-b,Strawberry Banana Shake (Thickshake),2.038192576654115
1,Coffee Brownie Shake (Milkshake),Dates Shake (Milkshake),2.0211593172119486
1,Strawberry Shake (Thickshake),Waffle,2.0047619047619047
1,Choco Chip Brownie (Milkshake),Wonder Vanilla Shake (Milkshake),2.0047619047619047
1,Belgium Dark Chocolate Shake (Milkshake),Chocolate Strawberry Shake (Thickshake),1.9956109550561798
2,Chilli Guava,Choco-Chip Brownie Shake (Thickshake),1.9905437352245865
1,Choco-A-List Shake (Milkshake),Oreo Shake (Milkshake),1.9872377622377626
2,Choco Oreo Shake (Milkshake),Choco Oreo Shake (Thickshake),1.980141102691403
1,Blackcurrant Shake (Milkshake),Oreo 'Go' Nuts Shake (Milkshake),1.9796238244514106
1,Blackcurrant Shake (Milkshake),Strawberry Crunch Shake (Milkshake),1.9796238244514106
3,Choco-Chip Brownie Shake (Milkshake),Oreo Brownie Shake (Thickshake),1.9666089965397926
1,Chilli Guava,Mango Shake (Thickshake),1.9662688116242868
2,Choco-Dip Cookies Shake (Milkshake),Chocolate Brownie Shake (Milkshake),1.9605036219385998
2,Belgium Dark Chocolate Brownie Shake (Thickshake),Belgium Dark Chocolate Shake (Thickshake),1.9505791505791505
1,Banana Shake (Milkshake),Oreo Banana Shake (Milkshake),1.9490740740740744
2,Banana Crunch Shake (Milkshake),Mango Shake (Milkshake),1.9364565587734244
2,Kitkat,Waffles,1.9274268757948283
2,Chocolate Shake (Thickshake),Nutella Brownie Shake (Milkshake),1.919452887537994
3,Blue Curacao,Green Apple,1.909778225806452
1,Berryblast,Kitkat Shake,1.9024267782426778
1,Kitkat Shake,Kulfi Nuts Shake (Thickshake),1.9024267782426778
1,Belgium Dark Chocolate Brownie Shake (Milkshake),Chilli Guava Cooler,1.9021084337349394
2,Choco-Chip Brownie Shake (Thickshake),Coffee Brownie Shake (Milkshake),1.8963963963963963
1,Banana Shake (Milkshake),Cold Coffee Cooler,1.8963963963963963
1,Biscoff,Cad-b,1.8926073926073925
4,Mango Shake (Milkshake),Red Velvet Shake,1.8892259109984628
5,Coffee Brownie Shake (Milkshake),Oreo Brownie Shake (Milkshake),1.8824523052464228
2,Blue Curacao,Blue Curacao Cooler,1.8794642857142858
1,Dry Fruit Shake (Milkshake),Strawberry Crunch Shake (Milkshake),1.8738872403560831
1,Chilli Pineapple Cooler,Dry Fruit Shake (Milkshake),1.8738872403560831
1,Belgium Dark Chocolate Brownie Shake (Thickshake),Coffee Shake (Thickshake),1.8619164619164619
2,Choco-Chip Brownie Shake (Milkshake),Oreo Banana Shake (Milkshake),1.8573529411764709
1,Ice Crush Coffee,Oreo Shake (Milkshake),1.845292207792208
1,Blackcurrant Shake (Thickshake),Caramel Shake (Milkshake),1.8330914368650217
1,Kitkat Shake,Snickers Shake (Milkshake),1.8292565175410365
1,Belgium Dark Chocolate Brownie Shake (Milkshake),Caramel Shake (Thickshake),1.826024096385542
1,Belgium Dark Chocolate Brownie Shake (Milkshake),Brownie Nuts Shake (Milkshake),1.826024096385542
1,Belgium Dark Chocolate Brownie Shake (Milkshake),Lemonade,1.826024096385542
1,Kulfi Shake (Milkshake),Nutella Brownie Shake (Thickshake),1.8225108225108224
2,Choco-Chip Brownie Shake (Milkshake),Cold Coffee Cooler,1.807154213036566
1,Banana Shake (Milkshake),Blackcurrant Shake (Thickshake),1.799145299145299
3,Blue Curacao Cooler,Strawberry Shake (Milkshake),1.7943172849250202
1,Blue Curacao,Classic Lemonade Cooler,1.794034090909091
1,Choco-Chip Banana Shake (Milkshake),Coffee Brownie Shake (Milkshake),1.7861407919547454
3,Blackcurrant Shake (Milkshake),Hazelnut Shake (Thickshake),1.7816614420062697
2,Dates Shake (Milkshake),Dry Fruit Shake (Milkshake),1.7752615961268157
1,Chilli Guava Cooler,Choco Oreo Shake (Milkshake),1.773876404494382
3,Belgium Dark Chocolate Shake (Milkshake),Cookest N Cream Shake (Milkshake),1.773876404494382
1,Waffle Special Offer,Wonder Vanilla Shake (Milkshake),1.76890756302521
3,Custard Apple (sitaphal),Strawberry Banana Shake (Milkshake),1.7643315397350996
1,Mango Shake (Milkshake),Oreo Brownie (Thickshake),1.7604150534303857
2,Choco-Chip Brownie Shake (Milkshake),Dates Shake (Milkshake),1.7595975232198144
1,Belgium Dark Chocolate Brownie Shake (Milkshake),Snickers Shake (Milkshake),1.7557924003707137
1,Chilli Pineapple,Coffee Brownie Shake (Milkshake),1.745546683046683
1,Mocha Coffee,Oreo Brownie Shake (Milkshake),1.7412683823529411
1,Blueberry,Oreo Brownie Shake (Milkshake),1.7412683823529411
3,Fruit-A-List Shake (Milkshake),Hazelnut Shake (Milkshake),1.7370994855076156
13,Belgium Dark Chocolate Shake (Milkshake),Kitkat Shake,1.7367660194631187
1,Nutella Brownie Shake (Milkshake),Snickers Shake (Milkshake),1.73489010989011
1,Hazelnut Coffee,Nutella Brownie Shake (Milkshake),1.73489010989011
2,Banana Shake (Milkshake),Waffle,1.7325102880658434
1,Chocolate Strawberry Shake (Thickshake),Classic Lemonade,1.7285583941605842
1,Belgium Dark Chocolate Shake (Thickshake),Kulfi Shake (Milkshake),1.7183673469387755
1,Chilli Guava,Chocolate Shake (Thickshake),1.7152557718424628
2,Blackcurrant Shake (Thickshake),Choco-Chip Brownie Shake (Milkshake),1.71447963800905
3,Mango (Milkshake),Strawberry Shake (Milkshake),1.712757408337519
1,Chilli Pineapple,Strawberry Banana Shake (Milkshake),1.7108669476219145
1,Choco-Dip Cookies Shake (Milkshake),Custard Apple (sitaphal),1.707782451923077
1,Brownie Nuts Shake (Milkshake),Choco Oreo Shake (Milkshake),1.7029213483146068
1,Blackcurrant Shake (Milkshake),Blue Curacao Cooler,1.696820420958352
3,Cad-b,Coffee Brownie Shake (Thickshake),1.6912661806278828
1,Chocolate Waffle,Waffles,1.6864985163204746
1,Blackcurrent Crunch (Milkshake),Waffles,1.6864985163204746
1,Lichi,Waffles,1.6864985163204746
12,Blue Curacao,Chilli Guava,1.679521276595745
1,Blackcurrant Crunch Shake (Milkshake),Choco-Chip Brownie Shake (Milkshake),1.6716176470588238
1,Chocolate Shake (Milkshake),Fruit A List Shake (Milkshake),1.6560314685314685
2,Coffee Brownie Shake (Thickshake),Hazelnut Shake (Milkshake),1.650860503957592
11,Choco-Chip Brownie Shake (Milkshake),Chocolate Brownie Shake (Milkshake),1.6491295172777634
1,Choco Oreo Shake (Milkshake),Snickers Shake (Milkshake),1.6374243733794296
1,Oreo Banana Shake (Milkshake),Strawberry Cooler,1.6360103626943006
1,Coffee Brownie Shake (Milkshake),Coffee Brownie Shake (Thickshake),1.6341288096607245
2,Choco-Chip Brownie Shake (Milkshake),Red Velvet Shake,1.6308464849354378
1,Classic Lemonade,Waffle Special Offer,1.626878488621726
2,Cold Coffee Cooler,Wonder Vanilla Shake (Milkshake),1.6254826254826256
10,Caramel Shake (Milkshake),Oreo Shake (Milkshake),1.624785591766724
15,Kitkat Shake,Oreo Shake (Milkshake),1.621386458729555
2,Blackcurrant Shake (Milkshake),Chilli Pineapple,1.6196922200056996
1,Chilli Guava Cooler,Hazelnut Shake (Milkshake),1.6164675767918089
1,Chocolate Strawberry Shake (Thickshake),Oreo Shake (Milkshake),1.614630681818182
1,Mango Shake (Milkshake),Oreo Brownie (Milkshake),1.6137137989778534
6,Caramel Shake (Milkshake),Choco Oreo Shake (Milkshake),1.6065295738817045
1,Blue Curacao Cooler,Dry Fruit Shake (Milkshake),1.606189063162357
1,Belgium Dark Chocolate Shake (Milkshake),Dry Fruit Waffles,1.5964887640449439
1,Blue Curacao Cooler,Choco-Chip Brownie Shake (Milkshake),1.5920168067226892
4,Waffle Special Offer,Waffles,1.5872927212427996
2,Coffee Shake (Milkshake),Kitkat Shake,1.5853556485355649
2,Dates Shake (Milkshake),Wonder Vanilla Shake (Milkshake),1.5827067669172934
1,Kulfi Shake (Thickshake),Wonder Vanilla Shake (Milkshake),1.5827067669172934
4,Chilli Guava,Oreo Brownie Shake (Milkshake),1.5807259073842304
1,Chilli Guava,Oreo Brownie Shake (Thickshake),1.5807259073842304
2,Blue Curacao,Caramel Shake (Thickshake),1.5787500000000003
3,Chilli Guava Cooler,Strawberry Shake (Milkshake),1.5700276243093922
2,Choco-Chip Banana Shake (Milkshake),Choco-Chip Brownie Shake (Milkshake),1.5549931600547198
13,Banana Shake (Milkshake),Mango Shake (Milkshake),1.5539466212379327
1,Brownie Nuts Shake (Milkshake),Hazelnut Shake (Milkshake),1.5518088737201368
1,Caramel Shake (Thickshake),Hazelnut Shake (Milkshake),1.5518088737201368
1,Hazelnut Shake (Milkshake),Lemonade,1.5518088737201368
1,Cold Coffee,Kitkat Shake (Thickshake),1.5471621069824417
6,Hazelnut Shake (Milkshake),Strawberry Banana Shake (Milkshake),1.5415319937617251
1,Banana Shake (Thickshake),Classic Lemonade,1.5364963503649638
2,Blackcurrent Shake (Milkshake),Classic Lemonade,1.5364963503649638
1,Classic Lemonade,Oreo 'Go' Nuts Shake (Milkshake),1.5364963503649638
3,Classic Lemonade,Cookest N Cream Shake (Milkshake),1.5364963503649638
1,Caramel Shake (Milkshake),Coffee Brownie Shake (Thickshake),1.5210758731433158
4,Blue Curacao,Choco-Dip Cookies Shake (Milkshake),1.5180288461538463
1,Belgium Dark Chocolate Brownie Shake (Thickshake),Kulfi Nuts Shake (Milkshake),1.5059618441971383
1,Cold Coffee Cooler,Oreo Brownie Shake (Milkshake),1.5059618441971383
1,Blackcurrant Crunch Shake (Milkshake),Wonder Vanilla Shake (Milkshake),1.5035714285714286
1,Banana Crunch Shake (Milkshake),Wonder Vanilla Shake (Milkshake),1.5035714285714286
2,Hazelnut Shake (Thickshake),Nutella Brownie Shake (Milkshake),1.5035714285714286
1,Chilli Guava,Cookest N Cream Shake (Milkshake),1.4929078014184396
1,Banana Shake (Milkshake),Chocolate Shake (Thickshake),1.4929078014184396
1,Hazelnut Shake (Milkshake),Strawberry Banana Shake (Thickshake),1.4921239170385932
2,Choco-Dip Cookies Shake (Milkshake),Hazelnut Shake (Milkshake),1.4921239170385932
1,Choco-A-List Shake (Milkshake),Mango Shake (Milkshake),1.4895819682872495
13,Caramel Shake (Milkshake),Chocolate Shake (Milkshake),1.48938679245283
2,Blackcurrant Shake (Milkshake),Chocolate Brownie Shake (Thickshake),1.4847178683385578
1,Custard Apple (sitaphal),Hazelnut Shake (Thickshake),1.4800781250000001
1,Coffee Shake (Milkshake),Custard Apple (sitaphal),1.4800781250000001
1,Choco-Dip Cookies Shake (Milkshake),Coffee Brownie Shake (Milkshake),1.4770010395010396
1,Chocolate Strawberry Shake (Milkshake),Coffee Brownie Shake (Milkshake),1.4770010395010396
3,Cad-b,Cookest N Cream Shake (Milkshake),1.472027972027972
2,Belgium Dark Chocolate Brownie Shake (Thickshake),Chilli Guava,1.4525589419206442
1,Belgium Dark Chocolate Shake (Milkshake),Mango (Milkshake),1.4513534218590398
1,Belgium Dark Chocolate Shake (Milkshake),Peanut Butter Banana Shake (Milkshake),1.4513534218590398
1,Chocolate Strawberry Shake (Milkshake),Strawberry Banana Shake (Milkshake),1.447656647987774
1,Dry Fruit Shake (Thickshake),Strawberry Cooler,1.436496903829142
1,Oreo Shake (Milkshake),Strawberry Crunch Shake (Milkshake),1.435227272727273
3,Cookest N Cream Shake (Milkshake),Oreo Shake (Milkshake),1.4352272727272728
2,Kulfi Shake (Milkshake),Nutella Brownie Shake (Milkshake),1.4319727891156464
1,Blackcurrant Shake (Milkshake),Brownie Nuts Shake (Milkshake),1.4253291536050157
1,Blackcurrant Shake (Milkshake),Caramel Shake (Thickshake),1.4253291536050157
2,Choco Oreo Shake (Milkshake),Coffee Shake (Milkshake),1.4191011235955056
1,Choco-Chip Brownie Shake (Thickshake),Nutella Brownie Shake (Thickshake),1.4175084175084174
1,Custard Apple (sitaphal),Kulfi Shake (Milkshake),1.4095982142857144
1,Blueberry,Nutella Brownie Shake (Milkshake),1.4095982142857144
1,Blue Curacao,Ice Crush Coffee,1.4095982142857144
5,Banana Shake (Milkshake),Belgium Dark Chocolate Brownie Shake (Milkshake),1.4089692101740292
3,Belgium Dark Chocolate Shake (Milkshake),Kulfi Nuts Shake (Milkshake),1.4086665565102445
1,Caramel Shake (Milkshake),Oreo Brownie Shake (Thickshake),1.401775804661487
2,Blackcurrant Shake (Milkshake),Oreo Brownie Shake (Thickshake),1.3973815231421722
2,Strawberry Crunch Shake (Milkshake),Strawberry Shake (Milkshake),1.3955801104972376
1,Cookest N Cream Shake (Milkshake),Strawberry Banana Shake (Milkshake),1.3940397350993379
1,Chilli Guava Cooler,Choco-Chip Brownie Shake (Milkshake),1.393014705882353
5,Blackcurrant Shake (Milkshake),Custard Apple (sitaphal),1.391923001567398
1,Ice Crush Coffee,Mango Shake (Milkshake),1.3831832562667314
1,Banana Crunch Shake (Milkshake),Classic Lemonade,1.3828467153284674
1,Chocolate Brownie Shake (Milkshake),Cold Coffee Cooler,1.3776511937946914
5,Chilli Guava,Hazelnut Shake (Milkshake),1.3757170866313266
1,Blackcurrant Shake (Milkshake),Strawberry Banana Shake (Thickshake),1.3705088015432845
1,Coffee Shake (Thickshake),Strawberry Banana Shake (Milkshake),1.3686935580975317
5,Chocolate Shake (Milkshake),Fruit-A-List Shake (Milkshake),1.3594288174512055
1,Dry Fruit Shake (Thickshake),Oreo Brownie Shake (Milkshake),1.359038737446198
3,Belgium Dark Chocolate Shake (Thickshake),Kitkat Shake,1.3588762701733414
6,Choco-Chip Brownie Shake (Milkshake),Coffee Brownie Shake (Milkshake),1.3553656597774246
1,Munch Shake (Milkshake),Waffles,1.3491988130563797
1,Blackcurrent Shake (Thickshake),Waffles,1.3491988130563797
1,Dry Fruit Shake (Milkshake),Lemonade,1.3491988130563797
2,Fruit-A-List Shake (Milkshake),Nutella Brownie Shake (Milkshake),1.3464818763326227
6,Blackcurrant Shake (Milkshake),Caramel Shake (Milkshake),1.3446501449103923
2,Belgium Dark Chocolate Brownie Shake (Milkshake),Kulfi Nuts Shake (Milkshake),1.342664776754075
1,Choco-Chip Brownie Shake (Milkshake),Lemonade,1.337294117647059
1,Choco-Chip Brownie Shake (Milkshake),Kulfi Nuts Shake (Thickshake),1.337294117647059
7,Belgium Dark Chocolate Brownie Shake (Milkshake),Kitkat Shake,1.3370469324998737
1,Belgium Dark Chocolate Shake (Thickshake),Choco-Chip Brownie Shake (Thickshake),1.3365079365079364
1,Belgium Dark Chocolate Shake (Thickshake),Waffle,1.3365079365079364
2,Cold Coffee,Kitkat,1.326138948842093
1,Banana Crunch Shake (Milkshake),Cad-b,1.324825174825175
1,Blackcurrant Crunch Shake (Milkshake),Cad-b,1.324825174825175
1,Caramel Shake (Milkshake),Cookest N Cream Shake (Milkshake),1.3238993710691824
15,Hazelnut Shake (Milkshake),Oreo Shake (Milkshake),1.32256438101148
4,Dates Shake (Milkshake),Strawberry Shake (Milkshake),1.3221285257342252
3,Blackcurrant Shake (Milkshake),Waffle,1.3197492163009406
1,Blue Curacao Cooler,Classic Lemonade,1.3169968717413976
1,Blue Curacao,Choco Chip Brownie (Milkshake),1.315625
11,Belgium Dark Chocolate Shake (Milkshake),Choco Oreo Shake (Milkshake),1.315458906703699
12,Belgium Dark Chocolate Shake (Milkshake),Hazelnut Shake (Milkshake),1.3077041070675308
1,Caramel Shake (Milkshake),Coffee Shake (Thickshake),1.2998284734133791
1,Banana Shake (Milkshake),Cookest N Cream Shake (Milkshake),1.2993827160493827
1,Dry Fruit Shake (Milkshake),Snickers Shake (Milkshake),1.2973065510157498
4,Belgium Dark Chocolate Brownie Shake (Milkshake),Chilli Guava,1.295052550628044
3,Coffee Shake (Milkshake),Oreo Shake (Milkshake),1.2917045454545457
1,Dry Fruit Waffles,Oreo Shake (Milkshake),1.2917045454545455
1,Choco Chip Brownie (Milkshake),Mango Shake (Milkshake),1.2909710391822828
3,Strawberry Shake (Thickshake),Wonder Vanilla Shake (Milkshake),1.2887755102040819
1,Choco-Chip Brownie Shake (Milkshake),Pan Shake (Milkshake),1.2858597285067874
1,Choco-Chip Brownie Shake (Milkshake),Strawberry Banana Shake (Thickshake),1.2858597285067874
1,Choco-Chip Brownie Shake (Milkshake),Snickers Shake (Milkshake),1.2858597285067874
3,Belgium Dark Chocolate Brownie Shake (Thickshake),Kitkat Shake,1.2854234988126203
1,Cold Coffee Cooler,Kitkat Shake,1.28542349881262
4,Blue Curacao Cooler,Waffles,1.2849512505298855
10,Mango Shake (Milkshake),Strawberry Banana Shake (Milkshake),1.2824215621016055
1,Belgium Dark Chocolate Shake (Milkshake),Lemonade,1.277191011235955
1,Belgium Dark Chocolate Shake (Milkshake),Kulfi Nuts Shake (Thickshake),1.277191011235955
1,Belgium Dark Chocolate Shake (Milkshake),Berryblast,1.277191011235955
1,Banana Shake (Milkshake),Coffee Shake (Thickshake),1.2757575757575759
1,Belgium Dark Chocolate Brownie Shake (Milkshake),Blackcurrent Shake (Milkshake),1.2680722891566263
10,Oreo Brownie Shake (Milkshake),Oreo Shake (Milkshake),1.2663770053475936
10,Choco Oreo Shake (Milkshake),Dry Fruit Shake (Milkshake),1.2632947687793816
2,Chilli Guava,Custard Apple (sitaphal),1.2596409574468084
4,Banana Shake (Milkshake),Chocolate Brownie Shake (Milkshake),1.258594917787743
1,Peanut Butter Brownie Shake (Thickshake),Strawberry Shake (Milkshake),1.2560220994475138
1,Coffee Shake (Milkshake),Strawberry Banana Shake (Milkshake),1.254635761589404
1,Nutella Brownie Shake (Milkshake),Wonder Vanilla Shake (Thickshake),1.2529761904761907
1,Blackcurrent Shake (Milkshake),Nutella Brownie Shake (Milkshake),1.2529761904761907
1,Nutella Brownie Shake (Milkshake),Oreo Banana Shake (Milkshake),1.2529761904761907
1,Chilli Guava Cooler,Wonder Vanilla Shake (Milkshake),1.2529761904761905
2,Belgium Dark Chocolate Shake (Milkshake),Oreo Brownie Shake (Thickshake),1.2521480502313287
2,Choco Oreo Shake (Milkshake),Kulfi Nuts Shake (Milkshake),1.2521480502313282
3,Oreo Shake (Milkshake),Oreo Shake (Thickshake),1.2500366568914958
8,Belgium Dark Chocolate Brownie Shake (Milkshake),Hazelnut Shake (Milkshake),1.2464328302972985
3,Chilli Pineapple,Chocolate Shake (Milkshake),1.2420236013986015
6,Banana Shake (Milkshake),Choco-Chip Brownie Shake (Milkshake),1.238235294117647
11,Hazelnut Shake (Thickshake),Waffles,1.236765578635015
2,Blue Curacao,Blueberry,1.2333984375
1,Blue Curacao Cooler,Oreo Shake (Milkshake),1.2301948051948053
1,Belgium Dark Chocolate Shake (Milkshake),Hazelnut Coffee,1.2280682800345724
2,Belgium Dark Chocolate Shake (Milkshake),Chocolate Strawberry Shake (Milkshake),1.2280682800345724
1,Belgium Dark Chocolate Shake (Milkshake),Pan Shake (Milkshake),1.2280682800345724
1,Belgium Dark Chocolate Shake (Milkshake),Snickers Shake (Milkshake),1.2280682800345724
2,Classic Lemonade Cooler,Waffles,1.2265443755057996
13,Blackcurrant Shake (Milkshake),Wonder Vanilla Shake (Milkshake),1.2254814151365874
4,Red Velvet Shake,Strawberry Shake (Milkshake),1.2253874140951357
1,Blackcurrant Shake (Thickshake),Kitkat Shake,1.2195043450273575
1,Coffee Brownie Shake (Milkshake),Kulfi Shake (Milkshake),1.2191119691119692
5,Blue Curacao,Choco-Chip Brownie Shake (Thickshake),1.2181712962962965
7,Caramel Shake (Milkshake),Classic Lemonade,1.217600881421292
14,Chocolate Brownie Shake (Milkshake),Mango Shake (Milkshake),1.2157126377949747
1,Choco Chip Brownie (Milkshake),Chocolate Shake (Milkshake),1.2144230769230768
6,Chocolate Brownie Shake (Milkshake),Nutella Brownie Shake (Milkshake),1.2136450992953236
4,Belgium Dark Chocolate Brownie Shake (Milkshake),Strawberry Banana Shake (Milkshake),1.209287481050028
1,Caramel Shake (Thickshake),Wonder Vanilla Shake (Milkshake),1.2028571428571428
7,Belgium Dark Chocolate Brownie Shake (Milkshake),Choco Oreo Shake (Milkshake),1.196832272911872
36,Strawberry Shake (Milkshake),Wonder Vanilla Shake (Milkshake),1.1962115232833466
2,Blackcurrant Shake (Milkshake),Coffee Shake (Milkshake),1.1877742946708465
1,Dates Shake (Milkshake),Nutella Brownie Shake (Milkshake),1.18703007518797
1,Choco-Chip Banana Shake (Milkshake),Chocolate Brownie Shake (Milkshake),1.1854207946605486
2,Kitkat Shake,Waffle,1.1743375174337518
2,Choco-Chip Brownie Shake (Thickshake),Kitkat Shake,1.1743375174337518
3,Strawberry Banana Shake (Milkshake),Strawberry Cooler,1.170126617026387
1,Banana Shake (Milkshake),Hazelnut Shake (Thickshake),1.1694444444444445
5,Kitkat Shake,Oreo Brownie Shake (Milkshake),1.1657026827467387
1,Chocolate Brownie Shake (Thickshake),Oreo Brownie Shake (Milkshake),1.160845588235294
1,Dry Fruit Shake (Thickshake),Kitkat Shake,1.1600163281967548
1,Kitkat Shake,Mango Shake (Thickshake),1.1600163281967548
1,Chilli Pineapple,Chocolate Brownie Shake (Milkshake),1.158479412963718
1,Pan Shake (Milkshake),Wonder Vanilla Shake (Milkshake),1.1565934065934067
1,Chilli Guava Cooler,Classic Lemonade,1.1523722627737227
1,Blackcurrant Shake (Milkshake),Green Apple,1.1494589948427547
1,Mango Shake (Milkshake),Pineapple,1.1390920933961317
1,Chocolate Shake (Milkshake),Chocolate Strawberry Shake (Thickshake),1.1385216346153846
12,Belgium Dark Chocolate Shake (Milkshake),Dry Fruit Shake (Milkshake),1.1369652919014437
6,Caramel Shake (Milkshake),Wonder Vanilla Shake (Milkshake),1.1347708894878707
5,Belgium Dark Chocolate Shake (Milkshake),Chilli Guava,1.1322615347836482
1,Banana Shake (Milkshake),Oreo Shake (Thickshake),1.131720430107527
10,Banana Shake (Milkshake),Chocolate Shake (Milkshake),1.1244658119658117
5,Chocolate Shake (Milkshake),Waffle,1.1244658119658117
1,Peanut Butter Banana Shake (Thickshake),Waffles,1.1243323442136497
1,Choco-Chip Banana (Milkshake),Waffles,1.1243323442136497
1,Day-night Waffles,Waffles,1.1243323442136497
5,Belgium Dark Chocolate Brownie Shake (Milkshake),Oreo Brownie Shake (Milkshake),1.1188873139617292
4,Classic Lemonade,Nutella Brownie Shake (Thickshake),1.117451891174519
2,Choco-Chip Brownie Shake (Thickshake),Nutella Brownie Shake (Milkshake),1.1137566137566137
4,Banana Shake (Milkshake),Nutella Brownie Shake (Milkshake),1.1137566137566137
1,Belgium Dark Chocolate Brownie Shake (Milkshake),Red Velvet Shake,1.113429327064355
1,Belgium Dark Chocolate Brownie Shake (Milkshake),Dry Fruit Shake (Thickshake),1.113429327064355
3,Belgium Dark Chocolate Shake (Thickshake),Hazelnut Shake (Milkshake),1.1084349098000976
6,Blackcurrant Shake (Milkshake),Strawberry Cooler,1.1077687722318774
3,Oreo Brownie Shake (Milkshake),Strawberry Banana Shake (Milkshake),1.1070315543435918
1,Berryblast,Classic Lemonade,1.1062773722627737
1,Classic Lemonade,Kulfi Nuts Shake (Thickshake),1.1062773722627737
1,Brownie Nuts Shake (Milkshake),Classic Lemonade,1.1062773722627737
1,Nutella Brownie Shake (Milkshake),Red Velvet Shake,1.1001742160278747
1,Dry Fruit Shake (Thickshake),Nutella Brownie Shake (Milkshake),1.1001742160278747
1,Blue Curacao,Oreo 'Go' Nuts Shake (Milkshake),1.0963541666666667
1,Blue Curacao,Strawberry Crunch Shake (Milkshake),1.0963541666666667
2,Banana Shake (Milkshake),Custard Apple (sitaphal),1.0963541666666665
